input1_name,input1_qty,input1_href,input1_img,input1_bg,input2_name,input2_qty,input2_href,input2_img,input2_bg,input3_name,input3_qty,input3_href,input3_img,input3_bg,output_name,output_qty,output_href,output_img,output_bg
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Sodium Nitrate,1,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15,,,,,,Sodium Nitrate,2,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Sodium Nitrate,1,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Sodium Nitrate,2,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Magnetised Ferrite,1,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72,,,,,,Sodium Nitrate,3,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15
Sulphurine,3,https://nomansskyrecipes.com/raw/raw35,https://app.nmsassistant.com/assets/images/rawMaterials/35.png,#265E3A,Radon,3,https://nomansskyrecipes.com/raw/raw36,https://app.nmsassistant.com/assets/images/rawMaterials/36.png,#4C3780,Nitrogen,3,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F,Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Ammonia,1,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D,,,,,,Fungal Mould,1,https://nomansskyrecipes.com/raw/raw42,https://app.nmsassistant.com/assets/images/rawMaterials/42.png,#00A64D
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Dioxite,1,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0,,,,,,Frost Crystal,1,https://nomansskyrecipes.com/raw/raw43,https://app.nmsassistant.com/assets/images/rawMaterials/43.png,#1E4FD0
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Uranium,1,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00,,,,,,Gamma Root,1,https://nomansskyrecipes.com/raw/raw44,https://app.nmsassistant.com/assets/images/rawMaterials/44.png,#C5871D
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Pyrite,1,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,,,,,,Cactus Flesh,1,https://nomansskyrecipes.com/raw/raw45,https://app.nmsassistant.com/assets/images/rawMaterials/45.png,#239626
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Phosphorus,1,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,,,,,,Solanium,1,https://nomansskyrecipes.com/raw/raw46,https://app.nmsassistant.com/assets/images/rawMaterials/46.png,#B94318
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Paraffinium,1,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F,,,,,,Star Bulb,1,https://nomansskyrecipes.com/raw/raw47,https://app.nmsassistant.com/assets/images/rawMaterials/47.png,#208DAB
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Crystallised Helium,1,https://nomansskyrecipes.com/raw/raw78,https://app.nmsassistant.com/assets/images/rawMaterials/78.png,#1E4FD0,,,,,,Marrow Bulb,1,https://nomansskyrecipes.com/raw/raw48,https://app.nmsassistant.com/assets/images/rawMaterials/48.png,#5B6F35
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Lithium,1,https://nomansskyrecipes.com/raw/raw77,https://app.nmsassistant.com/assets/images/rawMaterials/77.png,#1A2733,,,,,,Kelp Sac,1,https://nomansskyrecipes.com/raw/raw49,https://app.nmsassistant.com/assets/images/rawMaterials/49.png,#005C83
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Mordite,1,https://nomansskyrecipes.com/raw/raw30,https://app.nmsassistant.com/assets/images/rawMaterials/30.png,#512741,,,,,,Faecium,1,https://nomansskyrecipes.com/raw/raw50,https://app.nmsassistant.com/assets/images/rawMaterials/50.png,#79502E
Polished Stone,1,https://nomansskyrecipes.com/raw/raw76,https://app.nmsassistant.com/assets/images/rawMaterials/76.png,#8A7F72,,,,,,,,,,,Pure Ferrite,2,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72
Activated Quartzite,1,https://nomansskyrecipes.com/raw/raw80,https://app.nmsassistant.com/assets/images/rawMaterials/80.png,#4D2957,Carbon,1,https://nomansskyrecipes.com/raw/raw1,https://app.nmsassistant.com/assets/images/rawMaterials/1.png,#BB3830,,,,,,Quartzite,1,https://nomansskyrecipes.com/raw/raw75,https://app.nmsassistant.com/assets/images/rawMaterials/75.png,#4D2957
